id,title,publisher,date,retrieved,reliability,url,doi,no_url,key_figure,caveat,method,note,used_in
india-gcc-pay-premium-unmeasurable,Why capability centre pay cannot be compared with services pay,Assessment of Indian disclosure law,2026-08,2026-08-10,1,,,"An assessment of what the disclosure law does not require, not a document. The statute it reasons from is india-rule5-median-pay-duty.","Listed companies must publish a median employee pay figure. Capability centres are wholly-owned private subsidiaries of foreign parents, are not listed in India, and carry no such duty. A foreign parent's own pay ratio disclosure covers its global workforce and cannot isolate the Indian entity. So one side of the comparison is compelled and the other is absent by construction.","Consultancy compensation surveys do put a premium at 12% to 20%. Their methodology is not published, most visible citations are marketing pages rather than the reports, and a survey is grade 2 at best, which fails this book's grade 3 bar for pay in any case.",,,ch13
india-apprenticeship-outcomes,Third-party evaluations of the national apprenticeship schemes,"Government of India, citing commissioned evaluations",2026,,3,,,A government summary citing commissioned evaluations that are not themselves published. The gap register records that the underlying evaluations were not read.,"The government reports that 72% of apprentices under the wider scheme and 74% under the graduate scheme were in full-time employment on completing training. The apprenticeship period is formally recognised as experience, and the certificate carries weight in public sector recruitment.","This edition read the government's summary of the evaluations, not the evaluations themselves. One official wording describes apprentices who ""reported receiving offers of full-time employment"", which is weaker than a verified placement. Sample size, employment definition and measurement timing are all unverified.",,,ch15
lca-insurance-core-2025,"Insurance core systems (Guidewire, Duck Creek) — certified LCA filings, FY2025","US Department of Labor, Office of Foreign Labor Certification",2025,2026-08-09,3,,,"Published as quarterly Excel disclosure files at dol.gov/agencies/eta/foreign-labor/performance, which refuses automated requests. The quarterly files were downloaded by hand and the per-role counts extracted from them for this book.","112 certified filings. Offered annual wage, lowest tenth $85,178, median $116,208, highest tenth $160,436. GEICO entities filed 19 of the 112.","Sponsored roles only, so this sees employers large enough to run an immigration programme and misses everyone else. An offered wage is not an accepted wage, and a filing is a position requested rather than a person hired. United States only. The count of 112 filings is part of the figure and must be printed with it.","Certified Labor Condition Application filings for fiscal year 2025, all four quarters, filtered by the employer-written job title and required to sit in a technical occupation family. Offered wage floor, normalised to a year. 2,422,227 certified filings scanned in total.",,ch25
lca-sap-2025,"SAP (ABAP, Basis, S/4HANA) — certified LCA filings, FY2025","US Department of Labor, Office of Foreign Labor Certification",2025,2026-08-09,3,,,"Published as quarterly Excel disclosure files at dol.gov/agencies/eta/foreign-labor/performance, which refuses automated requests. The quarterly files were downloaded by hand and the per-role counts extracted from them for this book.","2488 certified filings. Offered annual wage, lowest tenth $85,276, median $112,930, highest tenth $160,000. IBM filed 63 and Yash Technologies 34. The count is the largest of any specialisation here.","Sponsored roles only, so this sees employers large enough to run an immigration programme and misses everyone else. An offered wage is not an accepted wage, and a filing is a position requested rather than a person hired. United States only. The count of 2488 filings is part of the figure and must be printed with it.","Certified Labor Condition Application filings for fiscal year 2025, all four quarters, filtered by the employer-written job title and required to sit in a technical occupation family. Offered wage floor, normalised to a year. 2,422,227 certified filings scanned in total.",,ch25
lca-mainframe-2025,"Mainframe and COBOL — certified LCA filings, FY2025","US Department of Labor, Office of Foreign Labor Certification",2025,2026-08-09,3,,,"Published as quarterly Excel disclosure files at dol.gov/agencies/eta/foreign-labor/performance, which refuses automated requests. The quarterly files were downloaded by hand and the per-role counts extracted from them for this book.","222 certified filings. Offered annual wage, lowest tenth $82,381, median $105,998, highest tenth $136,899. IBM filed 12. The spread is the narrowest in the pass.","Sponsored roles only, so this sees employers large enough to run an immigration programme and misses everyone else. An offered wage is not an accepted wage, and a filing is a position requested rather than a person hired. United States only. The count of 222 filings is part of the figure and must be printed with it.","Certified Labor Condition Application filings for fiscal year 2025, all four quarters, filtered by the employer-written job title and required to sit in a technical occupation family. Offered wage floor, normalised to a year. 2,422,227 certified filings scanned in total.",,ch25
lca-automotive-safety-2025,"Automotive functional safety and embedded — certified LCA filings, FY2025","US Department of Labor, Office of Foreign Labor Certification",2025,2026-08-09,3,,,"Published as quarterly Excel disclosure files at dol.gov/agencies/eta/foreign-labor/performance, which refuses automated requests. The quarterly files were downloaded by hand and the per-role counts extracted from them for this book.","222 certified filings. Offered annual wage, lowest tenth $88,000, median $130,125, highest tenth $186,940. Ford filed 61 and Lucid 37, so the figure leans toward vehicle manufacturers rather than suppliers.","Sponsored roles only, so this sees employers large enough to run an immigration programme and misses everyone else. An offered wage is not an accepted wage, and a filing is a position requested rather than a person hired. United States only. The count of 222 filings is part of the figure and must be printed with it.","Certified Labor Condition Application filings for fiscal year 2025, all four quarters, filtered by the employer-written job title and required to sit in a technical occupation family. Offered wage floor, normalised to a year. 2,422,227 certified filings scanned in total.",,ch25
lca-robotics-2025,"Robotics and automation software — certified LCA filings, FY2025","US Department of Labor, Office of Foreign Labor Certification",2025,2026-08-09,3,,,"Published as quarterly Excel disclosure files at dol.gov/agencies/eta/foreign-labor/performance, which refuses automated requests. The quarterly files were downloaded by hand and the per-role counts extracted from them for this book.","246 certified filings. Offered annual wage, lowest tenth $85,740, median $131,867, highest tenth $200,001. ArcBest Technologies filed 10 and Tesla 9.","Sponsored roles only, so this sees employers large enough to run an immigration programme and misses everyone else. An offered wage is not an accepted wage, and a filing is a position requested rather than a person hired. United States only. The count of 246 filings is part of the figure and must be printed with it.","Certified Labor Condition Application filings for fiscal year 2025, all four quarters, filtered by the employer-written job title and required to sit in a technical occupation family. Offered wage floor, normalised to a year. 2,422,227 certified filings scanned in total.",,ch26
lca-bioinformatics-2025,"Bioinformatics and computational biology — certified LCA filings, FY2025","US Department of Labor, Office of Foreign Labor Certification",2025,2026-08-09,3,,,"Published as quarterly Excel disclosure files at dol.gov/agencies/eta/foreign-labor/performance, which refuses automated requests. The quarterly files were downloaded by hand and the per-role counts extracted from them for this book.","361 certified filings. Offered annual wage, lowest tenth $70,000, median $100,000, highest tenth $152,080. St. Jude filed 17 and PPD Development 12, so research institutes and contract research dominate.","Sponsored roles only, so this sees employers large enough to run an immigration programme and misses everyone else. An offered wage is not an accepted wage, and a filing is a position requested rather than a person hired. United States only. The count of 361 filings is part of the figure and must be printed with it.","Certified Labor Condition Application filings for fiscal year 2025, all four quarters, filtered by the employer-written job title and required to sit in a technical occupation family. Offered wage floor, normalised to a year. 2,422,227 certified filings scanned in total.",,ch26
lca-geospatial-2025,"Geospatial engineering and earth observation — certified LCA filings, FY2025","US Department of Labor, Office of Foreign Labor Certification",2025,2026-08-09,3,,,"Published as quarterly Excel disclosure files at dol.gov/agencies/eta/foreign-labor/performance, which refuses automated requests. The quarterly files were downloaded by hand and the per-role counts extracted from them for this book.","107 certified filings. Offered annual wage, lowest tenth $58,690, median $83,200, highest tenth $127,035. The lowest median of any specialisation in this pass.","Sponsored roles only, so this sees employers large enough to run an immigration programme and misses everyone else. An offered wage is not an accepted wage, and a filing is a position requested rather than a person hired. United States only. The count of 107 filings is part of the figure and must be printed with it.","Certified Labor Condition Application filings for fiscal year 2025, all four quarters, filtered by the employer-written job title and required to sit in a technical occupation family. Offered wage floor, normalised to a year. 2,422,227 certified filings scanned in total.",,ch26
lca-postdoc-2025,"Postdoctoral researcher — certified LCA filings, FY2025","US Department of Labor, Office of Foreign Labor Certification",2025,2026-08-09,3,,,"Published as quarterly Excel disclosure files at dol.gov/agencies/eta/foreign-labor/performance, which refuses automated requests. The quarterly files were downloaded by hand and the per-role counts extracted from them for this book.","3604 certified filings. Offered annual wage, lowest tenth $58,656, median $68,000, highest tenth $82,000. University of Michigan filed 119 and Stanford 96. The narrowest spread in the pass, which is what a public pay scale looks like.","Sponsored roles only, so this sees employers large enough to run an immigration programme and misses everyone else. An offered wage is not an accepted wage, and a filing is a position requested rather than a person hired. United States only. The count of 3604 filings is part of the figure and must be printed with it.","Certified Labor Condition Application filings for fiscal year 2025, all four quarters, filtered by the employer-written job title and required to sit in a technical occupation family. Offered wage floor, normalised to a year. 2,422,227 certified filings scanned in total.",,ch27
lca-research-scientist-2025,"Industrial and academic research scientist — certified LCA filings, FY2025","US Department of Labor, Office of Foreign Labor Certification",2025,2026-08-09,3,,,"Published as quarterly Excel disclosure files at dol.gov/agencies/eta/foreign-labor/performance, which refuses automated requests. The quarterly files were downloaded by hand and the per-role counts extracted from them for this book.","2663 certified filings. Offered annual wage, lowest tenth $68,957, median $109,616, highest tenth $220,700. Meta filed 420 and Stanford 100. The widest spread in the pass, because the title covers both.","Sponsored roles only, so this sees employers large enough to run an immigration programme and misses everyone else. An offered wage is not an accepted wage, and a filing is a position requested rather than a person hired. United States only. The count of 2663 filings is part of the figure and must be printed with it.","Certified Labor Condition Application filings for fiscal year 2025, all four quarters, filtered by the employer-written job title and required to sit in a technical occupation family. Offered wage floor, normalised to a year. 2,422,227 certified filings scanned in total.",,ch27
lca-industrial-automation-2025,"Industrial automation and OT security — certified LCA filings, FY2025","US Department of Labor, Office of Foreign Labor Certification",2025,2026-08-09,3,,,"Published as quarterly Excel disclosure files at dol.gov/agencies/eta/foreign-labor/performance, which refuses automated requests. The quarterly files were downloaded by hand and the per-role counts extracted from them for this book.","49 certified filings. Offered annual wage, lowest tenth $72,338, median $109,699, highest tenth $146,574. Thin at 49 filings.","Sponsored roles only, so this sees employers large enough to run an immigration programme and misses everyone else. An offered wage is not an accepted wage, and a filing is a position requested rather than a person hired. United States only. The count of 49 filings is part of the figure and must be printed with it.","Certified Labor Condition Application filings for fiscal year 2025, all four quarters, filtered by the employer-written job title and required to sit in a technical occupation family. Offered wage floor, normalised to a year. 2,422,227 certified filings scanned in total.",,ch25
lca-telecom-oss-2025,"Telecom network and OSS/BSS systems — certified LCA filings, FY2025","US Department of Labor, Office of Foreign Labor Certification",2025,2026-08-09,3,,,"Published as quarterly Excel disclosure files at dol.gov/agencies/eta/foreign-labor/performance, which refuses automated requests. The quarterly files were downloaded by hand and the per-role counts extracted from them for this book.","37 certified filings. Offered annual wage, lowest tenth $61,090, median $93,205, highest tenth $175,606. Thin at 37 filings.","Sponsored roles only, so this sees employers large enough to run an immigration programme and misses everyone else. An offered wage is not an accepted wage, and a filing is a position requested rather than a person hired. United States only. The count of 37 filings is part of the figure and must be printed with it.","Certified Labor Condition Application filings for fiscal year 2025, all four quarters, filtered by the employer-written job title and required to sit in a technical occupation family. Offered wage floor, normalised to a year. 2,422,227 certified filings scanned in total.",,ch25
lca-defence-aerospace-2025,"Defence and aerospace software — certified LCA filings, FY2025","US Department of Labor, Office of Foreign Labor Certification",2025,2026-08-09,3,,,"Published as quarterly Excel disclosure files at dol.gov/agencies/eta/foreign-labor/performance, which refuses automated requests. The quarterly files were downloaded by hand and the per-role counts extracted from them for this book.","26 certified filings. Offered annual wage, lowest tenth $72,667, median $118,633, highest tenth $202,400. Thin at 26, AND THE THINNESS IS THE FINDING: this work generally needs a security clearance, a clearance needs citizenship, so sponsored workers structurally cannot hold most of these roles. Chapter 25's clearance gate predicts exactly this.","Sponsored roles only, so this sees employers large enough to run an immigration programme and misses everyone else. An offered wage is not an accepted wage, and a filing is a position requested rather than a person hired. United States only. The count of 26 filings is part of the figure and must be printed with it.","Certified Labor Condition Application filings for fiscal year 2025, all four quarters, filtered by the employer-written job title and required to sit in a technical occupation family. Offered wage floor, normalised to a year. 2,422,227 certified filings scanned in total.",,ch25
lca-computational-chemistry-2025,"Computational chemistry and cheminformatics — certified LCA filings, FY2025","US Department of Labor, Office of Foreign Labor Certification",2025,2026-08-09,3,,,"Published as quarterly Excel disclosure files at dol.gov/agencies/eta/foreign-labor/performance, which refuses automated requests. The quarterly files were downloaded by hand and the per-role counts extracted from them for this book.","13 certified filings. Offered annual wage, lowest tenth $94,664, median $150,000, highest tenth $183,560. Very thin at 13 filings, all pharmaceutical: Bristol-Myers Squibb and Wave Life Sciences.","Sponsored roles only, so this sees employers large enough to run an immigration programme and misses everyone else. An offered wage is not an accepted wage, and a filing is a position requested rather than a person hired. United States only. The count of 13 filings is part of the figure and must be printed with it.","Certified Labor Condition Application filings for fiscal year 2025, all four quarters, filtered by the employer-written job title and required to sit in a technical occupation family. Offered wage floor, normalised to a year. 2,422,227 certified filings scanned in total.",,ch26
lca-climate-energy-2025,"Climate and energy systems software — certified LCA filings, FY2025","US Department of Labor, Office of Foreign Labor Certification",2025,2026-08-09,3,,,"Published as quarterly Excel disclosure files at dol.gov/agencies/eta/foreign-labor/performance, which refuses automated requests. The quarterly files were downloaded by hand and the per-role counts extracted from them for this book.","18 certified filings. Offered annual wage, lowest tenth $74,851, median $101,837, highest tenth $143,800. Very thin at 18 filings.","Sponsored roles only, so this sees employers large enough to run an immigration programme and misses everyone else. An offered wage is not an accepted wage, and a filing is a position requested rather than a person hired. United States only. The count of 18 filings is part of the figure and must be printed with it.","Certified Labor Condition Application filings for fiscal year 2025, all four quarters, filtered by the employer-written job title and required to sit in a technical occupation family. Offered wage floor, normalised to a year. 2,422,227 certified filings scanned in total.",,ch26
indeed-ai-postings-2026,AI and job postings: from destruction to creation?,Indeed Hiring Lab,2026-07-08,,2,https://hiringlab.indeed.com/2026/07/08/ai-and-job-postings-from-destruction-to-creation/,,,"United States software development postings rose about 15% between February 2025 and mid-2026 while overall postings fell about 7%. They remain roughly 27.5% below the February 2020 baseline. 71% of the increase came from senior roles and 37% from roles naming AI in the title. The relationship between AI exposure and posting decline, which held from 2022, inverted after May 2025: the most AI-exposed occupations are now rebounding fastest.","Explicitly correlational and senior-skewed. The publisher does not claim causation and neither does this book. Postings are not hires. The reversal finding is one publisher's measure of AI exposure, not an agreed one.","Analysis of the publisher's own job-posting corpus, indexed to February 2020, segmented by an occupational AI-exposure measure.",,ch06; ch09; ch13; ch20; ch24
indeed-seniority-2026,The labour market is tilting toward seniority,Indeed Hiring Lab,2026-07-23,,2,https://hiringlab.indeed.com/2026/07/23/the-labor-market-is-tilting-toward-seniority/,,,"Senior-level postings up 14.7% year on year as of May 2026. Entry-level postings, which peaked in 2022, down 7.5% year on year and 6.3% against January 2025. Mid-level down 6.7% against January 2025.","Seniority is inferred from posting text, not from what the employer actually hires. It is a measure of what is advertised.",,,ch13
indeed-snapshot-2026-06,"United States labour market snapshot, June 2026",Indeed Hiring Lab,2026-07,,2,https://hiringlab.indeed.com/2026/07/23/us-labor-market-snapshot-june-2026/,,,"Job Postings Index at 101.0 on 30 June 2026, against a February 2020 baseline of 100. Year-on-year change of −3.7%, still negative but improving from −7.5% a year earlier. Software development, data analysis and marketing all sit roughly 30% or more below February 2020, while healthcare and manufacturing sit above it.",One country and one job board. Not a national statistics agency.,,,ch13
cyberseek-2026,Cybersecurity supply and demand data,"CyberSeek, a CompTIA and industry collaboration",2026,,2,https://www.cyberseek.org/heatmap.html,,,"514,359 United States cybersecurity job listings over the trailing twelve months, an increase of nearly 57,000 or 12%. Supply-demand ratio of 74%, meaning roughly three of every four openings can be filled from the existing workforce.","Built from job-posting data by an organisation that also sells cybersecurity certifications. The direction is corroborated by independent workforce studies; the exact ratio depends on how ""cybersecurity worker"" is defined, and that definition is the publisher's.",,,ch13
gdc-game-industry-2026,State of the Game Industry 2026,Game Developers Conference,2026,,2,,,Survey published as a downloadable report behind a form.,"28% of respondents were laid off in the previous two years, rising to 33% in the United States. Two thirds of respondents at large studios saw layoffs at their company. Roughly 45,000 jobs lost across the industry since 2022 while revenue held at record levels.","Self-selected survey of conference-attending professionals, so people still in the industry are over-represented and the laid-off share is if anything understated. Run by a body whose members are the respondents.","Survey of more than 2,300 games industry professionals.",,ch13; ch29
layoffs-trackers-2026,"Technology sector layoff trackers, 2026",Layoffs.fyi and secondary compilations,2026-07,,4,,,,"About 122,796 technology workers cut in the year to mid-July 2026, already matching the full-year 2025 total. One compilation found 54% of layoff events, 173 of 322, explicitly citing AI, automation or machine learning.","Crowd-compiled from public announcements, so it captures what companies announce rather than what happens. The AI attribution is a company's stated reason and is partly a cost-cutting narrative. Do not read it as measured task automation.",,,ch13
finops-2026,State of FinOps 2026,FinOps Foundation,2026-02,,2,,,Foundation survey published to members and summarised publicly.,"The share of FinOps teams managing AI spend rose from 31% to 63% to 98% across 2024, 2025 and 2026. 78% of teams now report to a chief technology or information officer, up 18 points against 2023.","Published by the foundation that certifies FinOps practitioners, and answered by its own community. Good evidence that the discipline is formalising; not independent evidence of how many such jobs exist.","Sixth annual survey; 1,192 respondents covering more than $83bn of cloud spend.",,ch13; ch29
semiconductor-workforce-2026,United States semiconductor workforce projections,Industry association with an economics consultancy,2026,,4,,,,"A projected need for 115,000 additional jobs by 2030, with around 67,000 at risk of going unfilled. United States semiconductor manufacturing employment about 368,400 in March 2026, down from a peak near 401,000 in 2023.","Published by the industry it describes, at a time when that industry was seeking public subsidy. A projection is not a measurement, and Chapter 6 applies. The employment figures are firmer than the projection.",,,ch13; ch29
qa-sdet-shift-2026,"Quality assurance role and salary reports, 2026",Testing-tool vendors and community survey publishers,2026,,4,,,,"About 38% of 2026 quality assurance listings still hire manual testers, concentrated in banking, healthcare and government, while about 78% of listings name at least one programming language. One survey reports a 13.8% senior income penalty for pure-execution testing against a 10.6% premium for those moving into strategy.","Published by vendors selling test automation tooling, whose interest lies in exactly this conclusion. The direction is corroborated across several such sources, which is weak corroboration because they share an interest.",,,ch13; ch29
prompt-engineer-absorption-2026,The collapse of the standalone prompt engineer title,"Trade press and recruiting analyses, aggregated",2026,,4,,,,"Exact-title postings down roughly 30% to 40% from the late-2024 peak, while postings tagged with the underlying skill grew by roughly 250%. The work has moved into AI engineer, applied AI and context engineer roles.","No primary posting-index publication for this specific title was read. The finding is consistent across several trade sources and matches the structural argument, but the percentages should be treated as directional.",,,ch13; ch29
forward-deployed-engineer-2026,Forward-deployed engineer role emergence,"Recruiting analyses and trade press, aggregated",2026-05,,4,,,,"Postings grew several hundred per cent year on year into early 2026. One tracker counted about 224 open roles across 39 or more companies. Reported total compensation of $300,000 to $550,000, with staff-level roles above $630,000. New York overtook San Francisco at 35% of postings against 11%.","A small absolute number growing from a small base, measured by recruiting firms. 224 open roles is not a labour market; it is a category forming. The compensation figures are self-reported and cover a handful of well-funded employers.",,,ch13; ch29
data-annotation-shift-2026,Restructuring of the data annotation market,"Trade press and market analyses, aggregated",2026,,4,,,,"A large platform investment in mid-2025 triggered customer departures and reshaped the market towards vetted expert annotators. Reported expert rates of $50 to $200 an hour, against commodity labelling increasingly done by machine pre-annotation.",Revenue and headcount figures come from company statements repeated in trade press. The structural shift from crowd work to expert work is well corroborated; the rates are not independently verified.,,,ch13; ch29
onet-soc-computing-2026,"Standard Occupational Classification, computer occupations",United States occupational classification system,2026,2026-08-12,1,,,"The classification and the task database that implements it are published by two different bodies, and this record describes the pair rather than either page.","The computer occupations minor group covers roughly 4.36 million United States employees and decomposes into detailed codes from 15-1211 through 15-1299, each with a published definition and task list.",One country's classification. It is authoritative for what it covers and says nothing about anywhere else. The employment total was reached through a secondary site republishing the agency's data.,,,ch22
nice-framework-800-181,"NICE Cybersecurity Workforce Framework, SP 800-181",United States national standards institute,2020-11,2026-08-12,1,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-181r1.pdf,,,"Organises cybersecurity work into seven categories, 33 specialty areas and 52 work roles, each defined by tasks, knowledge and skills.","This edition read the category and count structure, not the 52 verbatim role definitions. Appendix D lists the categories and representative roles, and says which is which.",,,ch22
esco-occupations,"European Skills, Competences and Occupations classification",European Commission,2026,2026-08-12,1,https://esco.ec.europa.eu/en/classification/occupation_main,,,"Describes 2,942 occupations in total, with information and communications technology work sitting in professional and technician branches, each with multilingual alternative labels.",Read at the branch level. The full ICT occupation list was not compiled into this edition.,,,ch22
sfia-9,"Skills Framework for the Information Age, version 9",SFIA Foundation,2026,2026-08-12,1,https://sfia-online.org/en/sfia-9,,,"Defines more than 120 professional skills across six categories, each at seven levels of responsibility.","A skills framework, not an occupation list. It proves that the work exists and is distinguishable; it does not prove anybody is hiring for it as a titled job.",,,ch22
de-blue-card-2026,"EU Blue Card salary thresholds, Germany","Federal Republic of Germany, Make it in Germany",2026-01-01,2026-08-09,1,https://www.make-it-in-germany.com/en/visa-residence/types/eu-blue-card,,,"€50,700 gross a year general and €45,934.20 for shortage occupations, both as of 2026. The shortage list includes academic STEM professionals and information and communications technology service managers, and employment must be approved by the Federal Employment Agency. TWO LOWER ROUTES ALSO SIT AT €45,934.20. First, new entrants to the labour market: anyone whose last degree or equivalent qualification was obtained less than three years ago qualifies at that figure, and this applies to entry-level jobs in ALL professions rather than only shortage ones. Second, IT specialists with no formal qualification, who need three of the past seven years working in IT at a level the job required. A settlement permit follows after 27 months with A1 German or 21 months with B1. The card is issued for the contract duration plus three months, to a maximum of four years.","These are the 2026 thresholds. The 2025 pair was €48,300 and €43,759.80, which are close enough to be mistaken for current: check the year on any figure you find, because this number changes every January. The 2026 values were read from the federal portal itself on 2026-08-09 and are VERIFIED, not merely located. An earlier version of this record took them from independent immigration-law publishers because the page sits behind a bot check that needs a browser; every figure matched. The young professionals rule was missing from this record and from Chapter 12 until that read, which is the same defect as the UK new entrant rule an outside reviewer caught in round 2 — a threshold written for entry-level applicants, omitted, in a chapter drawing conclusions about entry-level access.","Statutory threshold under Section 18g of the Residence Act, pegged to the general pension insurance contribution assessment ceiling and reset each 1 January. Thresholds are published annually by the Federal Ministry of the Interior. Read from the federal portal's own page on 2026-08-09.",,ch12
pl-blue-card-2026,"EU Blue Card salary threshold, Poland","Republic of Poland, via Statistics Poland average wage announcement",2026,2026-08-06,1,,,"The gov.pl page for this permit was retired: the address now redirects to the portal front page, checked 2026-08-20. The threshold is derived from the Statistics Poland average-wage announcement each year rather than published as a standalone document.","About PLN 13,355 gross a month for 2026 applications. Contract must run at least one year. IT specialists may qualify on three years of experience instead of a degree, against five years for other fields.","This threshold is indexed to the national average wage, so it rises each year rather than falling. Older figures circulate widely — around PLN 11,700 was current a few years ago — so check the year before using one. Published figures differ in the last digit between PLN 13,355.34 and PLN 13,355.84, which is why this record rounds; do not print more precision than the sources agree on.","Set at 150% of the average gross monthly wage in the national economy, as announced by Statistics Poland (GUS), recalculated annually.",,ch12
uk-skilled-worker-2026,Skilled Worker visa: when you can be paid less,United Kingdom Government,2026,2026-08-06,1,https://www.gov.uk/skilled-worker-visa/when-you-can-be-paid-less,,,"£41,700 general salary floor, with a going rate near £49,400 for software engineers. A NEW ENTRANT may be paid 70% of the going rate, subject to an absolute floor of £33,400, which is roughly £34,580 for a software engineer. New entrant means under 26 on the date of application, or switching from a Student or Graduate visa, and it can be held for a maximum of four years total stay. A UK STEM PhD gets 80% of the going rate; a non-STEM PhD gets 90% subject to a £37,500 floor.","The thresholds were right in the first draft and the conclusion drawn from them was wrong. The book stated that these figures ""effectively closed the sponsored entry-level route"", having omitted the provision written for entry-level applicants. The phrase ""new entrant"" did not appear anywhere in the book. Corrected in August 2026 after an outside reviewer found it.",Immigration Rules as published on the government's own service pages.,,ch12
sg-employment-pass-2026,Employment Pass qualifying salary,Singapore Ministry of Manpower,2025-01-01,2026-08-09,1,https://www.mom.gov.sg/passes-and-permits/employment-pass/eligibility,,,"The qualifying salary rises with age across every year band. In the general sector it runs from S$5,600 a month at age 23 or below to S$10,700 at age 45 and over. In financial services it runs from S$6,200 to S$11,800 across the same range. New rates apply to fresh applications from 1 January 2027 and to renewals from 1 January 2028: the general sector then runs S$6,000 to S$11,500, and financial services S$6,600 to S$12,700.","Corrected in August 2026. The book printed ""S$5,000 minimum, rising to S$6,000 in 2027"" — the pre-2025 floor beside the correct 2027 figure. A right future number next to a wrong present one is the signature of a stale secondary source, which is what Chapter 5 warns about. The age-adjustment was missing entirely and matters more to an older career changer than the headline does.","Published qualifying salary, benchmarked to the top third of local professional, manager, executive and technician wages, and rising with the applicant's age. Read from the ministry's own eligibility page on 2026-08-09.",,ch12
jp-highly-skilled-professional-2026,"Highly Skilled Professional visa points system, J-Skip and J-Find",Immigration Services Agency of Japan,2026,2026-08-06,1,https://www.moj.go.jp/isa/content/001398882.pdf,,,"70 points designates a Highly Skilled Professional, with permanent residence in three years, or one year at 80 points. Points come from degree, annual salary, age, Japanese language ability and research output. J-Skip bypasses the table for engineers and researchers earning ¥20 million or more. J-Find allows graduates of highly ranked universities to enter and job-hunt for up to two years.","The book previously gave only informal salary guidance of 5 to 7 million yen for junior roles, with no threshold and no source. That guidance is not a rule and has been replaced with the published points bar. J-Find is the entry-level route and the book had not mentioned it.",Points table published by the Immigration Services Agency; separate designated-activities statuses for J-Skip and J-Find.,,ch12
ae-golden-visa-2026,Golden Visa for skilled professionals,Abu Dhabi Department of Economic Development,2026,2026-08-21,1,https://www.added.gov.ae/en/live/long-term-residency/abu-dhabi-golden-visa/for-specialists/for-skilled-professionals,,,"Ten-year residence requiring a monthly salary of at least AED 30,000, a bachelor's degree or higher, and an employment contract approved in the UAE, in labour-ministry skill level 1 or 2. Software engineering sits in level 2.","TWO THINGS CHANGED HERE ON 2026-08-21 AND BOTH MATTER. The federal portal page this record used to cite was retired and now 404s, and the page that replaced it lists investor and exceptional-talent categories with no salary band for skilled professionals at all. The threshold is now cited to the Abu Dhabi government, which publishes it plainly; it is an emirate statement of a federal rule, which is a step down from where this record started. Separately, this record previously said BASIC salary and asserted that the basic-versus-gross distinction was the point. The cited page does not say basic. It says ""minimum monthly salary of AED 30,000 or equivalent"". Every source found that specifies basic salary excluding allowances is a visa consultancy, which Chapter 5 grades at 5 and this book does not print. So the qualifier is removed rather than kept on evidence the book would reject from anyone else. A reader near the threshold should assume the stricter reading and ask the employer which figure the contract states.",Published eligibility criteria for the ten-year skilled-professional category.,,ch12
nigeria-labour-force-survey,Nigeria Labour Force Survey,"National Bureau of Statistics, Nigeria",2024,,2,,,Published as periodic statistical releases. The figures used here are read from the release rather than from a page that states them.,Informal employment above 92% of all employment. Wage employees about 14% of those working. A labour force of roughly 100 million.,Publishes labour market structure and not occupation-level earnings. No computing pay figure can be derived from it at any granularity.,"National household labour force survey, rebuilt in 2023 on international methodology with support from an international agency.",,ch12
nigeria-pay-null,Absence of occupation-level computing pay data for Nigeria,Assessment of available Nigerian sources,2026-08,,2,,,"This record is this book's own assessment that no qualifying source exists. There is nothing to link to, which is the finding.",No official Nigerian source publishes earnings for computing occupations at any level of detail. Searched directly and confirmed absent.,"Aggregator salary sites carry Nigerian data and are grade 4, so they were not substituted. The finding is a null, which is what the book prints.",,,ch12
nigeria-minimum-wage,National Minimum Wage (Amendment) Act,Federal Government of Nigeria,2024-07-29,2026-08-10,1,,,No official gazette copy was found online. The Act's text and assent date were confirmed against legal and press reporting.,"A national minimum wage of ₦70,000 a month, unchanged as of 2026, worth roughly forty dollars at prevailing rates. The review cycle was shortened from five years to three. Some states set higher figures and some pay below the federal floor.","Dated to presidential assent on 29 July 2024. The wage itself applies from 1 May 2024, and this edition first recorded the date of the government and union agreement instead of the date of the Act.",,,ch12
nigeria-mtn-pay-disclosure,Employee pay bands disclosed by a listed telecoms operator,Company annual report,2026-02,,3,,,"Read from the company's annual report PDF, which is reissued yearly at a changing address.","About 2,001 employees in 2025, of whom 659 earned ₦2.4 million a month or more, roughly double the previous year. Over 84% earned at least ₦1 million a month in 2024.","One employer, in one sector, in one year. It is the cleanest formal-sector pay disclosure available for Nigeria and it is not a market figure. The sharp year-on-year rise reflects currency movement as much as pay policy.",,,ch12
nigeria-cbn-remittance-rules,Revised guidelines for international money transfer services,Central Bank of Nigeria,2024-01-31,2026-08-12,1,,,The central bank publishes circulars as dated PDFs behind an index that is reorganised periodically. No stable locator was verified.,"Licensed operators must route inbound transfers through naira settlement accounts held at authorised dealer banks. Financial technology firms and ordinary banks cannot hold the primary licence, though they may act as agents. Payouts are in naira under a published pricing mechanism. The provisions were restated in a circular of March 2026.",Rules governing foreign-currency receipt changed twice in three years. Anyone planning on foreign income should verify against the central bank rather than against a payment platform.,,,ch12
